"","V1","V2","V3","V4"
"1",1.34793792625188,1.34793792625188,1.34793792625188,1.34793792625188
"2",0.211155723604514,0.211155723604514,0.211155723604514,0.211155723604514
"3",0.834684690684617,0.834684690684617,0.834684690684617,0.834684690684617
"4",0.178058695432652,0.178058695432652,0.178058695432652,0.178058695432652
"5",0.807298406232677,0.807298406232677,0.807298406232677,0.807298406232677
"6",0.140468993063782,0.140468993063782,0.140468993063782,0.140468993063782
"7",0.627320605877152,0.627320605877152,0.627320605877152,0.627320605877152
"8",0.0996921848331153,0.0996921848331153,0.0996921848331153,0.0996921848331153
"9",0.00175612443290118,0.00175612443290118,0.00175612443290118,0.00175612443290118
"10",2.2513181464745e-05,2.2513181464745e-05,2.2513181464745e-05,2.2513181464745e-05
"11",0.0794251380159286,0.0794251380159286,0.0794251380159286,0.0794251380159286
"12",0.240415335519863,0.240415335519863,0.240415335519863,0.240415335519863
"13",0.932415096217163,0.932415096217163,0.932415096217163,0.932415096217163
"14",0.23005531138557,0.23005531138557,0.23005531138557,0.23005531138557
"15",0.14427422142818,0.14427422142818,0.14427422142818,0.14427422142818
"16",0.670608150748316,0.670608150748316,0.670608150748316,0.670608150748316
"17",1.94290677204207,1.94290677204207,1.94290677204207,1.94290677204207
"18",0.0169030544764085,0.0169030544764085,0.0169030544764085,0.0169030544764085
"19",3.67715183195659,3.67715183195659,3.67715183195659,3.67715183195659
"20",0.31730380445,0.31730380445,0.31730380445,0.317303804449999
"21",0.0542533373394953,0.0542533373394953,0.0542533373394953,0.0542533373394953
"22",0.0208932248407402,0.0208932248407402,0.0208932248407402,0.0208932248407402
"23",2.18146396575396,2.18146396575396,2.18146396575396,2.18146396575396
"24",0.00364468161054341,0.00364468161054341,0.00364468161054341,0.00364468161054341
"25",2.43165930723371,2.43165930723371,2.43165930723371,2.43165930723371
"26",0.0349680977778192,0.0349680977778192,0.0349680977778192,0.0349680977778192
"27",0.00555126734146155,0.00555126734146155,0.00555126734146155,0.00555126734146155
"28",0.676110023700848,0.676110023700848,0.676110023700848,0.676110023700848
"29",0.159117354747372,0.159117354747372,0.159117354747372,0.159117354747372
"30",1.15130482110186,1.15130482110186,1.15130482110186,1.15130482110186
"31",1.41621484991659e-05,1.41621484991659e-05,1.41621484991659e-05,1.41621484991659e-05
"32",0.141759547051217,0.141759547051216,0.141759547051216,0.141759547051216
"33",1.55172521727676,1.55172521727676,1.55172521727676,1.55172521727676
"34",1.34071021993564,1.34071021993564,1.34071021993564,1.34071021993564
"35",1.35775079811762,1.35775079811762,1.35775079811762,1.35775079811762
"36",0.784835043344266,0.784835043344266,0.784835043344266,0.784835043344266
"37",0.0971065020410619,0.0971065020410619,0.0971065020410619,0.0971065020410619
