"","V1","V2","V3","V4"
"1",3.96773100516086,3.97150207335461,3.97528212397556,3.97907113193384
"2",3.12537937040223,3.12601238771461,3.12664632225997,3.12728116305161
"3",7.92529788895724,7.93041540829929,7.93553413521,7.94065389980454
"4",1.36460962023062,1.37045653953832,1.37632177405476,1.38220533382051
"5",3.06084781002021,3.0621595350605,3.06347238894358,3.064786338104
"6",6.01397469913031,6.02004963443948,6.02613993280546,6.03224556675634
"7",4.08723455716017,4.08413828349881,4.08103957241276,4.07793850087339
"8",2.54407700843187,2.5506710911842,2.5572847278738,2.56391790979915
"9",2.74614785067434,2.74693771220824,2.74772762258099,2.74851755856367
"10",4.10829062005518,4.11566110557877,4.12305006719191,4.13045746637788
"11",2.08025141572597,2.08201101291041,2.08377891200275,2.0855551496912
"12",0,0,0,0
"13",3.49675452301653,3.4927658420046,3.4887703035429,3.48476795887136
"14",3.70500759037732,3.71588178239293,3.72678055804731,3.73770383424887
"15",2.06876857516519,2.0725745465427,2.07638505734425,2.08020002958973
"16",0,0,0,0
"17",5.68602563631733,5.68555217369034,5.68507676269849,5.68459937791969
"18",3.48690110409272,3.48877488733234,3.49065729852045,3.49254836645524
"19",9.6428141950435,9.63892787549003,9.63502875173991,9.63111681600165
"20",3.95397302032056,3.95624473118501,3.95851743866415,3.9607910777188
"21",3.42912303461563,3.43581233433376,3.44251540602726,3.44923216909626
"22",1.76972318250702,1.77262355486004,1.77552966214211,1.77844146623097
"23",1.6304190115311,1.62841507916111,1.62640260487167,1.6243815623063
"24",1.71521675445788,1.71539764088706,1.71558152415699,1.71576842762524
"25",6.13576850254754,6.1389073795334,6.14205558054176,6.14521310394342
"26",1.83538743934432,1.83631541479675,1.83724842648564,1.83818649641477
"27",0,0,0,0
"28",5.25502933733065,5.25812167244738,5.26122086853192,5.26432689874467
"29",4.95874239070946,4.9643023138402,4.96988160353122,4.97548028683476
"30",4.83641031323546,4.83769773417993,4.83898712109382,4.8402784569413
"31",2.47913457576333,2.48165647168784,2.4841837878001,2.48671649651372
"32",3.25640482133547,3.25910043539084,3.26180231010613,3.26451042468872
"33",0,0,0,0
"34",0,0,0,0
"35",5.7284735809651,5.72974569657299,5.73102683995359,5.73231707130761
"36",0,0,0,0
"37",0,0,0,0
"38",1.45026995317756,1.45483362788316,1.45941494436281,1.46401394327822
"39",3.34588185133844,3.3495176615357,3.35316501592729,3.35682392073902
"40",2.78836473759601,2.79343681743799,2.79852299138043,2.803623237585
"41",0,0,0,0
"42",2.98304336649522,2.98438621376172,2.98573587997285,2.98709239203302
"43",3.48304428157394,3.48720808033688,3.49138286006132,3.49556860077548
"44",2.38246793360872,2.38523452682172,2.38800953088474,2.39079294886301
"45",2.15187134857587,2.15491561080379,2.15797221510937,2.16104119393121
"46",1.77854951017001,1.78574473447041,1.79295938877186,1.80019345388892
"47",0,0,0,0
"48",0,0,0,0
"49",2.20528588699574,2.21005671629317,2.21484022276402,2.21963639230741
"50",5.08668483411232,5.09315782635711,5.09964401118707,5.10614331415528
"51",5.46934103511512,5.47578063761457,5.48223628443655,5.48870794390069
"52",9.70772261037678,9.70871532408774,9.7097182231445,9.71073138254323
"53",5.59198874630301,5.59459691196136,5.59720718942349,5.5998195169283
"54",0,0,0,0
"55",4.17104759995229,4.17655345154137,4.18206805322449,4.18759131675872
"56",7.54255602432585,7.53759274323807,7.53261725490185,7.52762958265945
"57",11.808478211923,11.8120413331477,11.8156033509432,11.8191641222307
"58",3.21182624850795,3.20958318182305,3.20733096909578,3.20506958547327
"59",3.25380192404878,3.25631994286831,3.25884634613189,3.26138114346312
"60",9.14054389876176,9.13854344656611,9.13652742969963,9.13449573301271
"61",0,0,0,0
"62",2.27773109265633,2.28335878794704,2.28900415950149,2.29466721256232
"63",1.94102446764865,1.94533208059118,1.94965227937081,1.95398506110838
"64",4.26976619820038,4.27593935865886,4.28212358931592,4.28831880695567
"65",1.41928678681501,1.42162444192544,1.42397034171107,1.4263244999997
"66",6.72631173672866,6.72758276524373,6.72885533180476,6.73012940585821
"67",4.09048245497509,4.08867140836604,4.08685831780856,4.08504321480266
"68",0.863534218847922,0.862793845539981,0.862049804326353,0.861302080004963
"69",7.79605062117278,7.79586501172221,7.79567349531415,7.79547601072372
"70",5.3922457773174,5.39603591493799,5.39983260552444,5.4036357942689
"71",3.07104532049448,3.07012674623666,3.06921088425537,3.06829778789384
"72",3.03179965139763,3.03365597326007,3.03551912398398,3.03738911763736
"73",10.780578524288,10.7784660037999,10.776344992499,10.7742154652215
"74",1.15501233618284,1.15830726242211,1.16161357197885,1.16493128203253
"75",5.40078600032971,5.39280687311849,5.38481773579106,5.37681874609741
"76",0.35730155843945,0.359624215342855,0.361959212654308,0.364306600639308
"77",0.445414776558602,0.447358592380822,0.449308632306863,0.451264901668276
"78",0,0,0,0
"79",3.88484448977383,3.89150174356122,3.89817842716769,3.90487453793623
"80",2.75979901056492,2.75987595755359,2.75995311095522,2.76003047006816
"81",2.20504192802207,2.20217531112236,2.19931195113664,2.19922630447834
"82",3.19119301675113,3.18913652395053,3.18707451770045,3.18500700323272
"83",2.87694340710977,2.87889015330733,2.88084496291321,2.88280785790633
"84",4.15687095484254,4.16398085802295,4.17111095364756,4.17826123142722
"85",2.64164414111361,2.64100420063975,2.64037236116402,2.63974873720398
"86",6.97999947280096,6.98686186776983,6.99374296126708,7.00064272594407
"87",3.51437785233553,3.51835982098282,3.52235575793724,3.52636568522309
"88",7.02834640659311,7.0300381158095,7.03173223991338,7.03342874374309
"89",2.93870207969526,2.93906115481637,2.93942980321651,2.93980813191248
"90",0,0,0,0
"91",4.60409706472591,4.60961928195428,4.61516039052316,4.62072041487466
"92",1.47311046115011,1.47581472754384,1.47852656099818,1.48124595937919
"93",7.55614575819707,7.55964581391998,7.56314825128211,7.56364027042625
"94",5.25504515924148,5.25665189765374,5.25827265323796,5.25990753385308
"95",1.55205092331272,1.55468028455702,1.55731823211213,1.55996477256332
"96",2.78735282537813,2.78841015471896,2.78947125532359,2.79053613425274
"97",13.7663131017818,13.7669265892178,13.7675381257318,13.7681476636623
"98",3.08198105743094,3.07871373436766,3.07544381814554,3.07217138402497
"99",1.90818080353401,1.91696256784782,1.925775384661,1.93461930794454
"100",2.63083154495763,2.63088077932674,2.63093322929926,2.63098892689699
"101",0,0,0,0
"102",4.28727584754055,4.28963642744233,4.29200194961994,4.29437238377646
"103",4.57170093940563,4.57240712191476,4.57311613773148,4.57382799476319
"104",8.95536302333603,8.95354435554487,8.95172750914159,8.94991256695147
"105",3.83857705618718,3.83585185957436,3.83311803576586,3.83027391524183
"106",2.65081003255106,2.65749690432736,2.66419557800281,2.67090594839864
"107",0,0,0,0
"108",5.06179648248361,5.06005882975099,5.05831410978755,5.05656230433964
"109",0,0,0,0
"110",4.75355259435319,4.75453067086135,4.7555097198989,4.75648971875862
"111",6.24221835906535,6.23945137384987,6.23668615377846,6.23392282070838
"112",3.92652086967424,3.92801370052664,3.92951561433878,3.93102667447457
"113",3.89952236937035,3.90085632150527,3.90219775855161,3.90354671710781
"114",3.3949897782077,3.3927594802197,3.39053107079604,3.38830464982039
"115",3.31964093970174,3.31886971471383,3.3181014274284,3.31733613283223
"116",1.93528515716231,1.93334423203522,1.93140529145699,1.9294684380678
"117",1.71680552380671,1.7200707991818,1.72334751680242,1.72663569359572
"118",7.89305200176326,7.90120158857642,7.90936755934539,7.91754980798231
"119",4.82999543747732,4.82703235953362,4.82406353994162,4.82108902090603
"120",9.70293902709418,9.70702247068213,9.71110715336795,9.71519295261486
"121",2.5628248743582,2.56290134608926,2.56298134820879,2.56306492449427
"122",3.21239469712396,3.21736761777369,3.22235241528826,3.22734905652101
"123",0,0,0,0
"124",2.91631174952957,2.91783789489533,2.91937027053258,2.92090889090879
"125",8.07274899547329,8.07128422100766,8.06981574975518,8.06834358562238
"126",3.0160658436503,3.01477413326495,3.01348200535961,3.01218949311462
"127",6.45541903234231,6.46044895589233,6.46549693310781,6.47056299580619
"128",1.81087358775187,1.81038272647657,1.80988960015062,1.80939419787911
"129",5.02523459719277,5.03091953003301,5.03661976481597,5.04233528438594
"130",2.05579470549145,2.05758186483662,2.0593770416758,2.06118026347476
"131",1.49775677206849,1.49816455828075,1.49857445965618,1.49898648629426
"132",5.18877873520208,5.19051028886851,5.19224081831339,5.19397024102172
"133",2.6438937331356,2.64513748662995,2.64638758279378,2.64764404747485
"134",0,0,0,0
"135",2.19755985396069,2.20354137781325,2.2095444217218,2.21556902368247
"136",2.86716860648766,2.87114890951211,2.87514357040346,2.87915261461585
"137",3.98939703201143,3.99449032705855,3.9995950757993,4.00471123619294
"138",3.85817731885657,3.86093497562776,3.86370026393162,3.86647317561909
"139",8.09931488815744,8.10379660597349,8.10829289384622,8.11280376153472
"140",4.28911976789998,4.28915413701085,4.28918884029449,4.28922388157847
"141",0,0,0,0
"142",2.76857410325628,2.76718551115717,2.76579456014917,2.7644012682461
"143",0,0,0,0
"144",0,0,0,0
"145",0,0,0,0
"146",4.87041875786499,4.87543499008326,4.88045615419547,4.88548212640313
"147",0,0,0,0
"148",0,0,0,0
"149",6.73104418997235,6.7263889722542,6.72173423303531,6.71708015636922
"150",5.48631696047304,5.48593391527989,5.48555513560655,5.48518068002722
"151",1.30692340191006,1.30134424355675,1.29576177888541,1.29017617806755
"152",0,0,0,0
"153",23.7125637886952,23.7172776576913,23.7220049789783,23.7267457305036
"154",3.89975382801989,3.90375939414097,3.90777392489133,3.91179738559354
