"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"24",0,59.8360655738,1,3.82434642038486e-05,2.48305183590359e-05,3.19760086621814e-05,0.245998862585601,0.219940140886634,0.185542629835221,0.152683743208903,0.127069710402857,0.109415561661021,0.0973257705439442,0.0879183781769596,0.0792925476394101,0.0707026025855468,0.0621294294539568,0.0538248398856651,0.0460458682982156,0.0389634129813794,0.0326610049609546,0.027158383978911,0.0224318885937164,0.0184278496837407,0.0150728319453367,0.0122833700912271,0.00997505190911177,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25",0,17.0054644808728,1,0.0713076987935574,0.0434554720045726,0.0559754040073671,0.758750352264299,0.718785165695824,0.66856849918031,0.61436574289303,0.556960066959849,0.495059431674709,0.429529816721584,0.363927412909193,0.302479212846015,0.248234840694626,0.202442752443584,0.164858416037656,0.134392110879507,0.109694542163557,0.0895240974864555,0.0728990353108017,0.0591054644049814,0.0476382254865523,0.0381293723761922,0.0302914949245974,0.0238826721448544,0,0,3,3,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"26",0,56.1639344262547,0,0.000392036418344622,0.000254577902157317,0.000327968833638875,0.235836632216949,0.21539107116627,0.190292265139133,0.166782225753443,0.146529738764484,0.129075170168807,0.113808944880846,0.100329404145762,0.0883085422547104,0.0774440546056022,0.0675038634917855,0.0583637123718953,0.0499969565146833,0.0424298530592849,0.0356927366443292,0.0297886400122983,0.0246844846646808,0.020318352003354,0.0166130048928643,0.0134882216171947,0.0108686350711241,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"27",0,4.51092896174862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,79.4071038251491,0,0.0203564066700127,0.0130240704704897,0.0167793429580934,0.641159657057678,0.627767290621689,0.59387990023667,0.540633236802373,0.478261989716105,0.415977265570275,0.357976678987332,0.305136216636274,0.257302221420328,0.214361788724516,0.176402394246501,0.143540809861367,0.115738356273183,0.0927157794977614,0.0739765887087596,0.0588974674896636,0.0468321481891245,0.0371900693458634,0.029475934687846,0.0232958159116274,0.0183437443441241,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"29",0,66.9234972677898,1,0.00475134416017808,0.00307768712957209,0.00396729945567642,0.53594239488606,0.493211003055554,0.458046056466255,0.431605265552282,0.407877603835713,0.38310808662932,0.355169559994547,0.323279553457175,0.287948106281673,0.250695388968172,0.213513141360145,0.178285354202986,0.146392294299871,0.118577799899001,0.0950219966639242,0.0755103145232576,0.059609091141011,0.0468015275399745,0.0365736180915039,0.0284585944613381,0.0220537827359528,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,29.7704918032756,1,0.0308144327577113,0.0195406193108827,0.0251670832607573,0.626585035210192,0.595817606897669,0.557312241493274,0.509013011498932,0.451564126049323,0.389995608466775,0.33011144454862,0.275741894740239,0.228320784468626,0.187705181657134,0.153116222316832,0.123736395663999,0.0989347508903425,0.0782534504860951,0.0613058519524092,0.0476894648238301,0.0369542579788741,0.0286195253774649,0.0222129017328644,0.0173074410606886,0.0135442387797519,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"31",0,26.9754098360628,0,2.14616590757706e-07,1.39475964432272e-07,1.79776784789311e-07,0.280778193040675,0.292840856792856,0.284665374402083,0.260249904030221,0.228619753201204,0.195719914683876,0.164540003750603,0.13666481249058,0.112938136967138,0.0935698842901935,0.0781978406603652,0.066073994603936,0.0563239893105609,0.0481724146113223,0.0410664066804197,0.0346927226875801,0.0289246783055779,0.0237445636796457,0.019174962324952,0.0152339692439553,0.011914776140088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,38.1420765027361,0,0.00279776535925025,0.00181428469344234,0.00233804910955348,0.37970903381474,0.381458833787054,0.367199541928959,0.336838774077049,0.297409330691663,0.256390277604307,0.21817045927649,0.184374958625016,0.155198785967984,0.1302900377515,0.109119060453251,0.0911186442133652,0.0757623591678389,0.0626165594226886,0.0513587792951784,0.0417625224591259,0.0336624823141655,0.0269182047869313,0.0213888483043805,0.0169231394341783,0.0133618224428846,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"33",0,1.94808743169395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0.721311475409837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",1,20.4562841530035,0,0.0414872871309998,0.0260607348270243,0.0335629649135121,0.746387589336868,0.669765787732236,0.60963608331822,0.559025304786195,0.506081338176881,0.447765689527813,0.387203626483314,0.328987464924456,0.276500142143561,0.231163428626514,0.19282611873147,0.160545971294429,0.133248612973804,0.110062325804911,0.0903743149408839,0.0737498788143294,0.0598341248493066,0.0482924084615557,0.0387942575335538,0.0310226155465193,0.0246891108516267,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"36",0,1.96994535519122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,6.42896174863363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,13.519125683059,0,5.50438184858633e-07,3.58481682943236e-07,4.63045986281726e-07,0.0743599162811983,0.0755471911939444,0.078195988164251,0.0834383349721494,0.0914178176790442,0.100398538515934,0.107573372589982,0.110589042201358,0.10853690151898,0.101983489479006,0.0923624431593779,0.0812649265201289,0.0699735389660573,0.0593056871291837,0.0496670896077641,0.0411862527642011,0.0338426605963913,0.0275538064148963,0.0222206625465202,0.0177450028852581,0.0140327026456523,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"39",0,21.2185792349706,1,0.00124082738652372,0.00080623899599737,0.00103926406560104,0.359439890642746,0.349402185059401,0.331261318013681,0.311321542567242,0.288588606004235,0.262804186100079,0.235168442663989,0.207351309978442,0.180607827763483,0.155577383882449,0.132499493818775,0.111472704001688,0.0925868694576366,0.075932257263699,0.0615531161345117,0.0494055403153506,0.0393469921915415,0.0311564504640033,0.0245702951555638,0.0193183043464418,0.015150172815886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,17.2923497267744,1,0.00365525277853425,0.00237118483754181,0.00305869606043398,0.269078232849795,0.286564043598537,0.27093975608679,0.245382388867692,0.223368846864376,0.205802379498086,0.189629033380081,0.172714359564484,0.154639863118323,0.136004198024388,0.117699661819642,0.100510697908155,0.0849571117909594,0.0712724561757127,0.0594552796565328,0.049354003533981,0.040752770533821,0.0334351186489953,0.0272170127259149,0.0219537885156016,0.0175319397313055,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"41",0,0.418032786885246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
