"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"112",0,31.0628415300514,1,0.0216143492807178,0.0138124738308757,0.01779162202892,0.460453217191143,0.406211276619291,0.387245853904662,0.377054948054384,0.358153480998284,0.327410998719301,0.289193253893687,0.249191327612637,0.211367268254669,0.177482896947656,0.147811143480267,0.121978901122312,0.0995161451135684,0.0800797149569828,0.0634643599435707,0.0495251999885049,0.0380978690196642,0.0289562625928151,0.0218119526100537,0.0163404546765186,0.0122156813379487,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,20.2896174863369,0,0.0047535618558096,0.00307679243388154,0.00396311539966843,0.503750012209166,0.451831343480616,0.403703107708078,0.363484716262454,0.326425619333781,0.290142882339528,0.255163691235525,0.222524878163628,0.192732333548037,0.165839528128725,0.141716784907706,0.120189050209105,0.101074766010428,0.0841975327086419,0.0693954080974073,0.0565253808180015,0.0454591001124075,0.0360723598048016,0.0282342158273305,0.0218005167061445,0.0166135469551697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"114",0,22.9890710382491,1,0.0146834459846241,0.00942558879745093,0.01212918969447,0.515101855416283,0.40904475678042,0.338215875714285,0.299171194078295,0.274235212254845,0.251531845988127,0.226697033127376,0.199748314755125,0.172270863265338,0.145872953106289,0.12163438846539,0.100091063831656,0.0814023887578399,0.0655109822422974,0.0522392782671788,0.0413380125644743,0.0325151503033679,0.0254612506024982,0.0198734816466789,0.0154747352435901,0.0120250105980807,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"115",0,13.6967213114743,0,0.0107867281477759,0.00694726234616508,0.00894354356881661,0.492876360774796,0.418534521145346,0.342074984797469,0.287412647228925,0.254756260735392,0.233156086376634,0.213300901679459,0.191369194591945,0.167455581129088,0.143147248825024,0.120035372173466,0.0991718729241525,0.0810407105484167,0.065710393408653,0.0530017974994041,0.0426147632940283,0.0342084292139312,0.0274471121731639,0.0220245198456591,0.0176751671898698,0.0141780600226305,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"116",0,31.210382513658,0,1.71660201741356e-07,1.11334277419949e-07,1.43214104548486e-07,0.266550253552272,0.235170925514558,0.212682631067769,0.189679861039851,0.166889369772961,0.145341878020011,0.125704289361753,0.108207300280571,0.0927274442010121,0.0789659450698979,0.0666278951338872,0.0555304794310203,0.0456205287201535,0.0369261303606796,0.0294863525358903,0.0232964117022352,0.0182851490594765,0.0143221740804397,0.0112417718133126,0.00886996341630209,0.00704580409010976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"117",0,56.8770491803539,1,0.00493179053097848,0.00319657030187193,0.00412369549329066,0.146518532181252,0.152436634173717,0.158200390045875,0.156941378910032,0.147170001316207,0.132275536888027,0.116424989637567,0.102147825050749,0.0901897118217614,0.0802610707053726,0.0717259550982685,0.063994756660978,0.0566828326956505,0.0496297128993461,0.042846639717346,0.0364392858322546,0.0305369511073729,0.0252443154830947,0.0206186650531277,0.0166672788232519,0.0133567670313833,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",0,79.2404371584827,1,0.0205575874987618,0.0131557877003316,0.0169559585421901,0.919680564141428,0.906587753884596,0.843548297152059,0.765685820450921,0.68730542908681,0.612061732239827,0.539726309048733,0.470151672864794,0.404206600952149,0.343206177480696,0.288197263978476,0.239636715262455,0.197437775035055,0.161178187735528,0.13030164101683,0.104241382566018,0.0824675190708564,0.0644891585740287,0.0498419780360757,0.0380791680114051,0.0287712466527773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"119",0,10.8825136612014,1,0.0266478743324087,0.0169452499132484,0.0218072748285112,0.731884765641581,0.637587223115152,0.563290448093781,0.502373869267314,0.443979285700486,0.384274360721893,0.324497532266757,0.267768616231038,0.216899274284499,0.173400317098157,0.137454214434429,0.108373823012114,0.0851130088342892,0.0666118022402341,0.0519513929356089,0.0403835601672789,0.0313059650396109,0.0242278148011657,0.0187434537984648,0.014515975602984,0.011267500696255,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"120",1,8.35245901639296,1,0.0559855404765153,0.0346838589817922,0.0446748447321707,1.24394728162799,1.23428150520757,1.15766120902985,1.03679891813491,0.900889384113632,0.768775799483495,0.649132106770903,0.544092670713461,0.45269843384541,0.3732647909595,0.304439475324463,0.245337857375839,0.195310561271347,0.15370399246993,0.119739814026702,0.0925068643070693,0.071017668804742,0.0542846580151378,0.0413870978942235,0.0315153935753216,0.0239908558304486,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"121",0,19.1284153005447,1,0.00128933140113615,0.000836335063612123,0.00107692603363758,0.323484501366934,0.301871651376599,0.292354548471678,0.272625530092111,0.241233941279922,0.205068818389816,0.169902381004737,0.138931142964549,0.11338153587653,0.0931646315798727,0.0774302200126968,0.0650547348139472,0.0550027513736736,0.0465130802232507,0.0391272572416607,0.0326224543690585,0.0269141067213829,0.0219720656181029,0.0177681302058655,0.014254051133859,0.0113602817557752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,52.1748633879986,0,0.00944631837854889,0.00610023998478644,0.00786660034998805,0.301279730507826,0.332608528391661,0.349615135442552,0.341056207737568,0.311577934413088,0.271926915316231,0.231135860193542,0.194022454737478,0.162061544750009,0.135088575311507,0.112465104504568,0.0935391303974939,0.0777295772108458,0.0645191209366589,0.0534573890648291,0.0441719305505851,0.0363681835613705,0.0298158143063692,0.024330006862404,0.0197559486126328,0.0159595219497235,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0,4.66393442622947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",0,70.7650273224292,0,0.000243053893493201,0.000157852029681873,0.000203362020466792,0.373097878691367,0.346312351146558,0.310528643851951,0.2748051846395,0.242319576687221,0.212981310563516,0.186046456370889,0.161295331821195,0.138962570743895,0.11929092955434,0.102252413572957,0.0875398897078056,0.0747165862338884,0.0633812329355952,0.0532633878670248,0.0442337393653289,0.0362586924383435,0.0293393244552866,0.0234634577057407,0.0185819923248159,0.0146071406678941,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"125",0,45.9453551912699,1,0.0806351321234489,0.0485848815406475,0.0625518292535068,1.17966060684114,1.08047727782986,0.953515963469375,0.822757646457751,0.700941040658508,0.593567049096134,0.501316823638098,0.422519850354767,0.355019469074487,0.296963694937571,0.246924215711687,0.20381829430228,0.166822532545773,0.135295158331202,0.108699645046147,0.0865401794234663,0.0683226613163619,0.0535440783255715,0.0417025044994039,0.0323162321771596,0.0249425148945822,1,1,4,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"126",0,53.9316939890936,0,0.00244657427662427,0.00158498252662143,0.00204001260405299,0.46997334249952,0.416527626453044,0.352553540345204,0.292429019911165,0.24260359055506,0.203073220656871,0.171457491221408,0.145580556926425,0.124047242177737,0.105974330976535,0.0906971977073339,0.0776530379696843,0.0663740390334754,0.0565037339981132,0.0477969607571384,0.0401000237804504,0.0333213458961406,0.0274028794713343,0.0222980101743014,0.0179575600177248,0.0143231304931998,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"127",0,69.6693989071302,0,0.0651153267035001,0.0399627001915729,0.0514872572560707,0.749326689671724,0.70420025354238,0.655483008296838,0.6072509695679,0.557864602993197,0.505475551267846,0.450118580094189,0.393597435821557,0.338500925659867,0.287197812817312,0.241216122807371,0.2011113890366,0.16669607327021,0.137396038228225,0.112543957417701,0.0915357756291759,0.0738709230472663,0.0591324296137028,0.0469540070628929,0.0369972877139026,0.0289433843806544,1,3,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
"128",0,21.9863387978121,0,0.00527133639187482,0.00340863863031833,0.00438791578375477,0.273574883364861,0.259683849192384,0.235035386723659,0.203232449962038,0.169659600267144,0.138392346428513,0.111222445722229,0.0884229130203137,0.0696748422215166,0.0545551822927914,0.0426489088656622,0.0335198421758861,0.0266911269433854,0.0216692031677279,0.0179882360866367,0.0152482179360185,0.0131347306096168,0.0114207804908158,0.00995647835180129,0.00865282256733864,0.00746431174435951,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"129",1,31.0655737704886,1,0.00429095091502133,0.00278042225191138,0.00358415192750367,0.523493799324068,0.522365908946245,0.520185708638577,0.50510753012078,0.471209379306055,0.422335308868972,0.366670760958899,0.311574746033759,0.26151600408559,0.218216550582192,0.181621019742259,0.150861058517336,0.124902507878357,0.102859694770212,0.0840789894746105,0.0681050010484082,0.0546101512602266,0.0433307595613262,0.0340254192699657,0.0264559402920251,0.0203844638235113,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"130",0,51.7322404371784,0,1.73224617766628e-05,1.12557760452974e-05,1.45059265512945e-05,0.240293594603371,0.22429308195514,0.204759470106983,0.184109992478208,0.164051939367284,0.145715397699135,0.129559074437994,0.115472645501695,0.1030105382928,0.091650764366841,0.0809917968395175,0.0708397361441677,0.0611922443542784,0.0521637133678209,0.0439011023847259,0.0365219527153848,0.0300840606524807,0.0245816880642013,0.0199578092388819,0.0161225613305272,0.0129711657061764,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"131",0,22.0136612021837,0,0.00633899928203703,0.00409800769374852,0.00527813885178908,0.198151464182462,0.183368709925891,0.165616459409192,0.147166907678365,0.129203506196034,0.112359909307053,0.0969516054548916,0.0830993032152408,0.0707926533905385,0.0599354316020268,0.0503929498839591,0.0420357596893214,0.0347643492088512,0.0285089617264872,0.0232124574153978,0.0188102963615917,0.0152185241044669,0.012333207093714,0.0100385848125304,0.00821868528931373,0.00676777898578196,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"132",0,20.740437158468,0,0.0533488566399436,0.0331364001372226,0.0426788679923354,0.725335323774996,0.685246338089538,0.607908344893386,0.524249774943052,0.446426616189295,0.37965511843865,0.324011164543053,0.277098750740201,0.236390448043129,0.200229028336831,0.167840697421349,0.138977520095025,0.113578533410631,0.0915772118162234,0.072835119836029,0.0571410251446378,0.0442295245901522,0.0337994123762383,0.0255289188013228,0.019090151630997,0.0141638556962177,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"133",0,27.3524590163907,0,0.0102602271067347,0.00661510537860357,0.00852168911179294,0.338872095000324,0.313360511033675,0.282491383717555,0.250217984236789,0.218857897369998,0.189882092957865,0.164104021099877,0.141770088230524,0.12268621797417,0.106390685778772,0.0923302441388083,0.0799956910890644,0.0689971464153264,0.0590833232676944,0.0501221895777404,0.0420629421549757,0.0348954330073548,0.0286170964235044,0.0232116247225473,0.0186393826791591,0.0148371002798104,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"134",0,2.04098360655734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",0,34.0519125683051,1,0.00255511193628777,0.00166030334819669,0.00214362627268588,0.134420803236521,0.143819092568487,0.156515106715784,0.166079849632322,0.16951510106002,0.167356231575861,0.161215504722662,0.152402698440553,0.141752276951485,0.129818430862909,0.117039085986246,0.103825212768226,0.0905956985682516,0.0777672085662585,0.0657149727384184,0.0547297460025152,0.0449916701336194,0.036568351195245,0.0294326894724234,0.0234907785155828,0.0186107033573042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,14.4098360655726,0,0.00924809618749748,0.00597220730398169,0.00770031889319954,0.282131873516505,0.268621467137679,0.256631692976827,0.246813806778484,0.236600268312713,0.223591377646302,0.20706464233375,0.18772528318282,0.166865894073229,0.145750309130649,0.125363342977703,0.106375820731873,0.0891857848690528,0.0739747050006251,0.0607624333248853,0.0494577943765395,0.0399029088841648,0.0319089336108975,0.0252815523104793,0.0198362088770931,0.0154048713206571,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0,14.2595628415289,1,0.0031565547155061,0.00204732709546331,0.00263953448770064,0.408477020095101,0.420876177041228,0.410471485221866,0.386544266159584,0.358262977817141,0.328145954472861,0.29574711649363,0.261017345152462,0.225110217009335,0.189821741349042,0.156846143497954,0.127348213574169,0.101880080240433,0.0804972034605561,0.0629335259047709,0.0487565134692715,0.0374757421402379,0.0286076723312756,0.0217091098520857,0.0163915499077553,0.0123249111922607,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"138",0,34.9262295081968,0,0.0011809799207248,0.000766631253985194,0.000987843398123928,0.457473110036734,0.444935963928016,0.417671534907265,0.378350531990982,0.336037984300682,0.297065367293283,0.262328107616496,0.230086314969351,0.198964535973828,0.168940101229855,0.140868117499178,0.1156884096081,0.0939464924906453,0.0757048271881384,0.0606774676131016,0.0484156836659496,0.0384501180036049,0.0303657501529321,0.0238236377651501,0.0185535706284934,0.014337303730014,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"139",0,29.2404371584669,1,0.0625642538091321,0.0384977268256772,0.0495917467405635,0.997222061156346,0.932113905409252,0.85499612245075,0.777565141539339,0.702735363713802,0.62982334893417,0.557764353571996,0.486660856385897,0.417802450017576,0.352995193881707,0.293893325712994,0.241603810969298,0.196565221288462,0.158616135625481,0.127164616954865,0.101385940487874,0.0803955856809909,0.0633681418451445,0.0495965070430703,0.0385032640147746,0.0296237749883407,1,1,1,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0
"140",0,12.4153005464471,0,2.07536968325341e-05,1.34737265023339e-05,1.73493769375254e-05,0.592936506745836,0.544363674821464,0.488999196279953,0.434310449137369,0.381683101661351,0.331441730537857,0.284341563638271,0.241170442608861,0.202356543218366,0.167970107256851,0.137880986428756,0.111884881182482,0.0897531338577958,0.0712291715191898,0.0560087061254491,0.0437308179326798,0.0339897689947301,0.0263629178471632,0.0204433995643753,0.0158670417659296,0.0123278759520384,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"141",0,1.51366120218577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,43.9207650273331,0,0.00205789059255342,0.00133344792435092,0.00171613941503978,0.43327734442391,0.387061300021352,0.329671090839864,0.274009814077101,0.2274031958597,0.190896064189766,0.16225544584729,0.138838632829364,0.118767457327765,0.100990324381061,0.0850250622003476,0.0707183512750968,0.0580711187391366,0.0471162428516455,0.0378433014724094,0.0301681535827395,0.0239377854513821,0.0189549553408002,0.0150077253725295,0.0118939770205395,0.00943679688596519,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"143",0,3.51092896174866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",0,7.09562841530022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",1,0.571038251366121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",0,21.9453551912547,0,1.67300695881876e-05,1.08726350223925e-05,1.40144004529218e-05,0.57550536154036,0.590923448026631,0.566130374726799,0.51969118399764,0.461588685287399,0.399850087955423,0.339651993622158,0.283816102165285,0.233818435616048,0.190360693631687,0.153578946897904,0.123150517708346,0.0984224967677891,0.0785652821256713,0.0627139860416274,0.0500694329883648,0.0399521282867547,0.031817709938026,0.0252475507571619,0.0199269849157077,0.0156201712763353,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"147",0,7.95628415300503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",0,4.28688524590165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",0,10.1311475409829,0,0.070005956843763,0.0426966345757804,0.0549500698514138,0.978120472553225,0.849355598684853,0.755636342340324,0.670339997434144,0.586938710622658,0.507176261211647,0.433835733015222,0.368321302281693,0.310699001536991,0.26035692680085,0.216527529238563,0.178532249766454,0.145829135187475,0.117968886296539,0.0945324871049118,0.0750879949399565,0.0591770344069635,0.0463249908081825,0.0360626394703924,0.0279482431626453,0.0215838019704574,2,2,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"150",0,16.6065573770477,0,0.0775212850475678,0.0468874726849201,0.0603710065458255,0.770587695963524,0.676800159717604,0.590673716390924,0.523199954547215,0.467181578332998,0.414769826911014,0.362824019609088,0.311857657187282,0.263772160673171,0.220288216686384,0.182324133235584,0.150006955745348,0.122936529485683,0.10046026631605,0.0818674768926313,0.0664982290383496,0.053789681421396,0.0432838125074232,0.034614856233658,0.0274892481811347,0.0216661162274551,3,2,0,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"151",0,6.31420765027299,0,0.00575115265592423,0.00370333134610956,0.00474862456002872,0.259450408763348,0.164939499147643,0.128178511665092,0.112185647131168,0.102549295183963,0.09462408452795,0.0864485440510927,0.0770811225332078,0.066470844289008,0.055261298776289,0.0443659915230728,0.0345638386716319,0.0262920124408318,0.0196430351291387,0.0144754273372856,0.0105425193630319,0.00758579843313852,0.00538159558040949,0.00375314795493813,0.00256513506585896,0.00171337513073311,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",0,4.75136612021853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",0,47.9590163934581,1,0.251126078355549,0.0744181219188883,0.0958103725005652,3.19784452231314,3.01599442468522,2.72115059148437,2.37282640149454,2.03891574994084,1.75012356129417,1.5056533198963,1.29410037559746,1.10598449350397,0.936720495668812,0.78513255846711,0.651271186401604,0.535016521473342,0.435595474845619,0.351655676529244,0.281531009056706,0.223485132874714,0.175861494005201,0.137147851365309,0.10598884424144,0.0811768058905656,0,3,5,5,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,6,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0
"154",0,17.838797814206,0,2.1111119662534e-05,1.3719719146689e-05,1.76841304514456e-05,0.428102003976586,0.447030466502896,0.447040947011521,0.418766062632115,0.369774839343645,0.313402360928976,0.260160369420662,0.215154762143464,0.179118929220736,0.1505271330059,0.127330071257466,0.107862092755304,0.0910686837889634,0.0763856316960691,0.0635338237347813,0.0523581648693263,0.0427380204132548,0.0345512799516657,0.0276666351815982,0.0219463599945497,0.0172510866769307,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
